epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
146,38061.2,0.5528,0.27426,0.80723,1,1,0.995,0.995,0.2824,0.12654,0.72948,0.0028225,0.0028225,0.0028225
147,38645.6,0.55055,0.27455,0.80672,1,1,0.995,0.995,0.27697,0.13544,0.7297,0.002773,0.002773,0.002773
148,39240.7,0.54623,0.27042,0.80432,1,1,0.995,0.995,0.27862,0.12695,0.7294,0.0027235,0.0027235,0.0027235
149,39834.4,0.5443,0.27113,0.80579,1,1,0.995,0.995,0.27948,0.12923,0.72958,0.002674,0.002674,0.002674
150,40421.9,0.54524,0.27163,0.80411,1,1,0.995,0.933,0.28086,0.1329,0.72964,0.0026245,0.0026245,0.0026245
151,41008.3,0.54476,0.27028,0.80542,1,1,0.995,0.995,0.27641,0.1458,0.72958,0.002575,0.002575,0.002575
152,41592.9,0.54143,0.26963,0.80525,1,1,0.995,0.995,0.27545,0.12499,0.72906,0.0025255,0.0025255,0.0025255
153,42172.7,0.5367,0.26556,0.80289,1,1,0.995,0.995,0.27787,0.125,0.72884,0.002476,0.002476,0.002476
154,42758.4,0.53466,0.26626,0.80378,1,1,0.995,0.995,0.27147,0.13546,0.72883,0.0024265,0.0024265,0.0024265
155,43332,0.53765,0.26692,0.80417,1,1,0.995,0.995,0.27331,0.12265,0.7282,0.002377,0.002377,0.002377
156,43905.5,0.53662,0.26396,0.80414,1,1,0.995,0.995,0.27591,0.11773,0.72797,0.0023275,0.0023275,0.0023275
157,44477.4,0.53118,0.26285,0.80312,1,1,0.995,0.995,0.27113,0.1206,0.72791,0.002278,0.002278,0.002278
158,45062.9,0.53282,0.26286,0.80469,1,1,0.995,0.995,0.26947,0.11834,0.72763,0.0022285,0.0022285,0.0022285
159,45642,0.53316,0.26258,0.80326,1,1,0.995,0.995,0.27242,0.1189,0.72737,0.002179,0.002179,0.002179
160,46214.1,0.53016,0.26124,0.80136,1,1,0.995,0.995,0.27218,0.12417,0.72753,0.0021295,0.0021295,0.0021295
161,46790.9,0.52958,0.26265,0.80314,1,1,0.995,0.995,0.27047,0.12257,0.72754,0.00208,0.00208,0.00208
162,47367.2,0.5249,0.25969,0.80274,1,1,0.995,0.995,0.27127,0.12349,0.72757,0.0020305,0.0020305,0.0020305
163,47952.5,0.52579,0.26077,0.80172,1,1,0.995,0.995,0.27065,0.12236,0.72748,0.001981,0.001981,0.001981
164,48523.5,0.52221,0.2578,0.80231,1,1,0.995,0.995,0.26856,0.11975,0.72739,0.0019315,0.0019315,0.0019315
165,49094.8,0.5232,0.25814,0.80135,1,1,0.995,0.995,0.26743,0.12652,0.72779,0.001882,0.001882,0.001882
166,49673.5,0.52177,0.25661,0.80335,1,1,0.995,0.995,0.27346,0.12618,0.72813,0.0018325,0.0018325,0.0018325
167,50255.1,0.51892,0.25587,0.80164,1,1,0.995,0.995,0.27609,0.12305,0.72827,0.001783,0.001783,0.001783
168,50832.4,0.51578,0.2537,0.80047,1,1,0.995,0.995,0.27733,0.12513,0.72866,0.0017335,0.0017335,0.0017335
169,51408,0.51198,0.25271,0.79914,1,1,0.995,0.995,0.28122,0.12895,0.72863,0.001684,0.001684,0.001684
170,51982.8,0.51085,0.25094,0.80033,1,1,0.995,0.995,0.28121,0.12873,0.7287,0.0016345,0.0016345,0.0016345
171,52566.8,0.50952,0.25083,0.79785,1,1,0.995,0.995,0.28505,0.133,0.72889,0.001585,0.001585,0.001585
172,53144.9,0.50961,0.24928,0.80143,1,1,0.995,0.995,0.28444,0.12998,0.72898,0.0015355,0.0015355,0.0015355
173,53720.6,0.50796,0.24979,0.79701,1,1,0.995,0.995,0.28525,0.13079,0.72901,0.001486,0.001486,0.001486
174,54296.2,0.50283,0.24923,0.79703,1,1,0.995,0.995,0.28442,0.12536,0.72894,0.0014365,0.0014365,0.0014365
175,54876.5,0.5042,0.24679,0.79725,1,1,0.995,0.995,0.28931,0.12998,0.72892,0.001387,0.001387,0.001387
176,55450.4,0.49974,0.24415,0.79735,1,1,0.995,0.995,0.28912,0.1159,0.72863,0.0013375,0.0013375,0.0013375
177,56018.7,0.49936,0.24477,0.79833,1,1,0.995,0.995,0.29121,0.11578,0.72847,0.001288,0.001288,0.001288
178,56588.3,0.49537,0.24319,0.7961,1,1,0.995,0.995,0.29121,0.11578,0.72819,0.0012385,0.0012385,0.0012385
179,57166.1,0.49314,0.24141,0.7958,1,1,0.995,0.995,0.28645,0.13092,0.72808,0.001189,0.001189,0.001189
180,57741.1,0.49386,0.23957,0.79539,1,1,0.995,0.995,0.28249,0.13628,0.72769,0.0011395,0.0011395,0.0011395
181,58312.5,0.49356,0.23977,0.79742,1,1,0.995,0.995,0.28499,0.13565,0.72778,0.00109,0.00109,0.00109
182,58878.9,0.49219,0.24019,0.79675,1,1,0.995,0.995,0.28538,0.13615,0.72807,0.0010405,0.0010405,0.0010405
183,59440,0.4892,0.23772,0.79756,1,1,0.995,0.995,0.28816,0.14344,0.72787,0.000991,0.000991,0.000991
184,60010.4,0.4851,0.23439,0.79526,1,1,0.995,0.995,0.28697,0.13107,0.72752,0.0009415,0.0009415,0.0009415
185,580.797,0.49507,0.23855,0.79812,1,1,0.995,0.995,0.28528,0.13973,0.72777,0.000892,0.000892,0.000892
186,1149.99,0.49569,0.23853,0.7963,1,1,0.995,0.995,0.28686,0.13226,0.72741,0.0008425,0.0008425,0.0008425
187,1719.73,0.49677,0.23779,0.7973,1,1,0.995,0.995,0.28361,0.1375,0.72746,0.000793,0.000793,0.000793
188,2310.11,0.49221,0.23661,0.79698,1,1,0.995,0.995,0.28257,0.12775,0.72693,0.0007435,0.0007435,0.0007435
189,2915.99,0.48924,0.2348,0.79764,1,1,0.995,0.995,0.28432,0.12903,0.72692,0.000694,0.000694,0.000694
190,3520.66,0.49146,0.23578,0.79618,1,1,0.995,0.995,0.28683,0.13518,0.72676,0.0006445,0.0006445,0.0006445
191,4121.85,0.49161,0.23486,0.79541,1,1,0.995,0.995,0.28667,0.12282,0.7271,0.000595,0.000595,0.000595
192,4715.47,0.49027,0.23301,0.79737,1,1,0.995,0.995,0.2851,0.12216,0.72685,0.0005455,0.0005455,0.0005455
193,5295.79,0.48502,0.23127,0.79543,1,1,0.995,0.995,0.28273,0.13776,0.72659,0.000496,0.000496,0.000496
194,5874.85,0.48125,0.22963,0.79481,1,1,0.995,0.995,0.28414,0.12707,0.72676,0.0004465,0.0004465,0.0004465
195,6455.16,0.48458,0.2299,0.7947,1,1,0.995,0.995,0.281,0.12913,0.72645,0.000397,0.000397,0.000397
196,7046.11,0.4805,0.22838,0.79482,1,1,0.995,0.995,0.27937,0.12852,0.72612,0.0003475,0.0003475,0.0003475
197,7645.46,0.48196,0.22713,0.7951,1,1,0.995,0.995,0.27984,0.13082,0.7263,0.000298,0.000298,0.000298
198,8230.19,0.47869,0.22568,0.79396,1,1,0.995,0.995,0.27915,0.14483,0.72668,0.0002485,0.0002485,0.0002485
199,8793.85,0.47264,0.22298,0.79539,1,1,0.995,0.995,0.2805,0.14012,0.72712,0.000199,0.000199,0.000199
200,9355.22,0.47798,0.22434,0.79361,1,1,0.995,0.995,0.28019,0.15435,0.72782,0.0001495,0.0001495,0.0001495
